x1	          y1		x2		y2
-0.498828304	-7.65806489	2.385525124	8.944236614
-2.15583585	-6.275056482	2.26715465	8.244648792
5.825797926	-5.657054148	-0.057581241	6.706629121
-0.678718778	1.544010869	4.696892034	1.932400296
-2.165475595	0.608096819	2.569525842	7.180136696
-5.157628255	-3.590824207	0.258987203	7.421208354
-0.232056423	-3.246123621	2.980245202	4.932615387
-5.671188173	0.684128234	3.319922465	5.667495755
-2.185282279	-9.903452039	0.383859818	8.090893104
1.62225415	-6.853748284	0.209312912	8.287386681
-3.624385112	-2.935399317	1.873632556	9.42922754
-6.661742403	-7.860010538	2.430492754	13.71827204
5.11033176	-6.071696719	-1.183397626	2.28260189
-2.987560166	-19.58041436	2.903573585	0.199718237
3.696661973	3.980141515	-0.379681045	3.027635908
-0.067442576	-5.271632288	4.525684948	1.137258253
-2.022948316	-3.964915028	2.027709771	3.33217146
-2.62114573	-7.742118889	2.458962816	10.27089295
-3.159191545	-2.55375167	-1.598165846	2.387686569
-3.61587285	-9.43080379	1.258226242	4.467179358
-3.806263259	-9.578813399	0.542527655	12.77754987
-5.9419264	-3.119986528	-2.576478565	7.901718009
-2.285127393	-2.15413583	1.915914541	7.518024402
-7.526887693	-6.125927363	3.561842425	13.37712049
0.670254191	3.303145413	2.498066425	7.39924658
-1.752474953	0.365557747	-0.308748415	8.037335111
-4.558106616	-5.417548053	-0.427077105	6.590134471
-3.153839659	-2.21725426	3.649154752	7.325467429
-7.38261274	-10.35928245	0.072367349	9.382660819
0.523515261	-2.264388031	0.87523229	6.803713664
-7.843059812	-9.665187752	2.685270639	9.063081211
-3.912248492	-2.203849768	2.748593037	12.98056617
2.888076109	-14.36406824	1.044628815	9.080664851
-1.88942506	-1.590614668	0.443179953	9.631557221
-4.85260931	-9.999787304	0.148505244	8.688803233
-9.374870795	-7.501378712	-0.735174258	6.228376441
1.295596994	-12.88298184	2.948549751	5.998930923
0.059092739	-7.261995285	3.27284529	11.83838207
-0.106162425	-1.056147082	-0.569563336	3.774348146
3.532949688	-3.544738427	-1.94167979	5.184710798
-2.962485793	-9.205545276	-0.57119809	10.11023545
-4.954989589	-13.09469691	-0.67285288	5.824026614
-4.210935088	2.093419253	-1.496081572	2.073087872
-14.0271588	-5.957175228	-1.118546716	10.37198897
2.393939945	-2.237771771	0.439761801	3.068263611
-5.984222481	-0.272329324	2.095582709	6.338489632
