X		Y
-7.73177129	-1.211787247
-6.307420668	0.578384186
-9.995156267	-1.266394071
1.975409425	3.73129252
2.760568127	5.128138123
1.610563925	1.730502316
-8.431215658	-0.481037242
-5.547869255	0.093564439
-5.780226647	0.337572674
-6.449867902	0.643926425
-0.815923176	1.481077338
-9.698250549	-0.500324568
-5.357778627	0.282313721
-2.761527664	1.134980242
-8.003558286	0.66184536
-9.182683385	-1.153207635
-2.993622728	0.558460185
-2.329082022	1.264687183
-0.575548957	2.319112936
-3.722111039	1.781099486
-3.825432679	0.982805009
-1.261918707	1.721413599
-1.595235593	1.508138531
-3.274072996	0.714813098
-8.416642907	-0.450221304
-0.940527518	2.624207544
-3.105862175	1.085579747
-5.438356539	0.622848295
-4.389389262	0.612497199
3.613781218	3.549972778
-0.873313047	2.856675195
-7.251185223	1.918637312
-2.916524082	1.801127381
-9.255523935	0.339007964
-1.409243473	1.584763815
-3.747861447	2.501495466
-5.895551928	-0.025556095
-5.133066864	1.292517273
-7.449879108	-1.200549025
-9.965255954	-0.953409414
-7.000376476	-0.085920326
-3.484655567	2.261825694
-5.983278222	-0.412180283
-2.535987068	2.064895525
-3.296522321	2.401905393
-1.101415567	1.654339784
-2.648813599	1.38031394
-6.14244762	0.344586771
-7.81981758	0.666558693
1.205642209	3.462216191
-3.54358175	-0.13214546
-4.115462491	1.370730058
2.686236589	3.541266787
-10.71079903	-1.28865434
-2.110611528	2.142183883
-9.91425893	-1.388948763
-3.4692545	1.112437521
4.421793021	4.014056702
-2.266618666	2.32400671
-1.558314844	1.879343155
-2.362377384	2.189529218
-2.692617233	1.299151562
-9.180583291	-0.463685624
-5.646590078	-0.113753985
-6.134717814	0.828756736
-2.785053324	-0.713264499
-2.799097652	1.672647558
-6.428009736	0.033531353
-1.96086697	1.442110626
-4.667439272	1.140944841
1.354835972	4.146508187
-11.88777043	-1.670700583
-4.878766622	0.477888112
-3.658959878	1.247996013
0.008780697	2.352467852
-2.99526467	1.290996734
-3.007951064	1.119129084
-3.153434301	0.774245013
-9.483733612	-1.83072574
-7.493691419	-0.359967871
-0.304313921	2.06800052
-5.489149854	0.609965716
-3.450805529	0.210539285
-1.295715224	1.267984854
-4.501291138	1.772577334
-2.929753773	1.26830514
-1.287681612	1.104929041
-2.19761068	0.494125319
1.118002956	2.537064051
-4.1700744	0.681327314
-2.48101412	2.959345559
-4.401639087	1.895453459
-5.602026721	0.059887295
-6.319957444	-1.179042748
-5.443910409	-0.657105676
-4.054810158	0.69487827
-8.733116017	-0.263544075
-9.766079783	0.423449901
0.649976967	1.916776214
-3.154385989	1.029927867
-8.667408803	-0.410171636
1.127133602	2.175149866
-7.880481481	-0.075346995
-0.430868132	1.430414158
-2.5549831	0.280423177
-6.442920809	0.100070934
-4.701244368	-1.255004407
-11.01466285	-1.710275423
-2.635936564	2.317711826
-0.929288148	2.311351798
-2.979968624	1.262091405
-2.984188395	0.585291071
-4.093456374	-0.724465592
-2.762330214	0.961789189
-4.093114359	1.240376136
-3.610701714	0.988722553
-5.142364135	0.864754937
0.280044262	2.798718258
-6.508406912	-0.489982206
-0.70371852	1.809302211
-2.136527829	2.01933276
-2.079131405	1.738226137
-7.138208918	0.467005329
-8.127084676	0.021672116
-9.450901718	-0.160008358
5.669211843	3.473568588
-4.899789182	0.931159414
-3.648942838	0.819264009
1.446627682	2.788963841
-7.38098465	-0.825386037
1.345378906	3.665042451
-8.60816138	-2.104255757
-12.70521348	-1.460533484
-10.48590716	-0.666888804
-3.29656336	1.174897681
-4.729408549	0.184896313
-9.757278389	-0.697100194
-7.256299845	-1.274747018
-3.082947114	1.410578981
-3.768801173	0.644360924
0.748770002	2.519984511
4.269951952	3.714089226
0.089047056	1.550059207
-2.039416364	2.100107149
-6.187051312	0.843285121
-5.482083695	-0.292367615
-3.521385436	1.500383341
1.561960822	2.530057686
-7.593245643	-0.257318668
-10.56995927	-1.019904293
-7.078430614	0.65544766
-10.15478328	-0.550714431
-1.490632511	2.176954292
6.191666484	5.057086867
-2.542845691	0.92883913
-6.790298046	0.660116562
0.122327846	1.65116868
-7.120900383	0.144616427
0.338214795	2.789718719
-6.946549176	0.635046601
-8.15832697	0.821287927
-1.343947853	1.700092422
-1.37847554	2.253933013
-4.743758154	0.370203721
-6.962479048	0.794096117
-4.590120432	2.506367458
-4.134390371	0.837582774
-8.126850556	-0.82604245
-1.499554303	2.484173598
-4.561594445	0.389852123
0.544453587	2.712695882
-6.663706848	-0.842005384
-1.675741302	1.309527112
-1.628178061	2.955072626
-0.036063856	3.831098371
0.63713432	1.447199687
0.57614677	2.527035873
-2.452405788	1.060968847
-14.2649614	-1.234213689
1.090294082	3.758460343
-3.913213143	0.266679217
-7.5130434	0.436943733
-2.716897175	0.00764828
-1.755639425	2.016932352
-4.014049496	1.351704533
-1.360670524	2.790317465
-9.980794916	-0.686224437
-0.938755818	0.93043531
-2.351494856	1.993322048
-0.928191066	1.653981483
-8.80694337	-0.474477561
-5.196513335	0.711689521
-3.904251578	0.656703009
-7.075809161	1.032096992
1.638225679	2.832902657
-4.248438977	0.288542309
1.779206791	2.895877129
-5.038139722	0.857139981
-1.173856803	1.881838842
-1.64139816	2.089856615
-4.064108896	0.914432418
-1.662722775	1.650759413
