-0.498828304,-7.65806489
-2.15583585,-6.275056482
5.825797926,-5.657054148
-0.678718778,1.544010869
-2.165475595,0.608096819
-5.157628255,-3.590824207
-0.232056423,-3.246123621
-5.671188173,0.684128234
-2.185282279,-9.903452039
1.62225415,-6.853748284
-3.624385112,-2.935399317
-6.661742403,-7.860010538
5.11033176,-6.071696719
-2.987560166,-19.58041436
-0.067442576,-5.271632288
-2.022948316,-3.964915028
-2.62114573,-7.742118889
-3.159191545,-2.55375167
-3.61587285,-9.43080379
-3.806263259,-9.578813399
-5.9419264,-3.119986528
-2.285127393,-2.15413583
-7.526887693,-6.125927363
-1.752474953,0.365557747
-4.558106616,-5.417548053
-3.153839659,-2.21725426
-7.38261274,-10.35928245
0.523515261,-2.264388031
-7.843059812,-9.665187752
-3.912248492,-2.203849768
2.888076109,-14.36406824
-1.88942506,-1.590614668
-4.85260931,-9.999787304
-9.374870795,-7.501378712
1.295596994,-12.88298184
0.059092739,-7.261995285
-0.106162425,-1.056147082
3.532949688,-3.544738427
-2.962485793,-9.205545276
-4.954989589,-13.09469691
-4.210935088,2.093419253
-14.0271588,-5.957175228
2.393939945,-2.237771771
-5.984222481,-0.272329324
-2.461311107,-3.36703852
-1.964787852,-9.942579876
-5.016075892,-9.602573298
-1.805617373,-0.620510814
-0.532706124,2.195150079
-0.03234984,-14.87189863
-0.517517116,-5.287476695
-7.563646499,-3.803881561
-2.17891228,-1.881557373
-3.731965971,3.567918725
-2.813647399,1.021993019
-0.09056306,0.461772627
-4.705245416,2.714648302
-4.079236064,1.286327397
-2.208374598,-8.200956848
-5.925254755,-8.533071514
-3.550547192,-6.367360497
-1.907766399,-1.050903351
-0.816860008,-1.840406726
-4.170028353,-5.680918797
-5.864475828,-5.438452495
-0.740918708,-5.838953311
1.229672466,-4.174789366
-1.410234218,-6.060639847
1.075616336,-2.502696586
-6.663711538,-1.34529586
-3.658839398,-5.065196268
-5.931200959,3.81624761
-2.143282645,-7.133014532
-1.751617991,-6.248879537
-6.148371475,-8.955046681
-7.644209242,-2.235495521
-4.078736252,-6.768197615
-2.557714616,-6.067636732
3.043193035,-4.506448946
1.804356119,-6.592094308
-0.236676517,-5.026903683
-5.671499888,-5.727514352
0.012040552,-2.035623012
-3.536507422,-9.653512676
-4.043559376,-10.32302138
1.485886614,-5.667946482
-1.683762816,-6.778248096
-7.23974623,-5.955921316
-4.222592166,-7.353218514
-1.60417377,-7.953766587
-3.894292096,-0.788679084
-8.217523316,-13.3712075
-4.540672251,-13.03203942
-2.571400116,-2.940200255
-7.369118904,-9.905571786
-7.601734289,-2.874566865
-6.256248059,0.46661908
-3.841120633,-6.582100042
-1.481166975,-3.796667323
-2.813201464,-8.236857846
-1.779337549,-8.45759491
-3.631665232,-8.234861098
5.279215992,-11.02292186
-6.676056948,-4.406526538
-3.582372706,-3.650087719
0.07849825,-6.344265941
